"记录类型","报告月份","用量日期_中国时区","请求时间_UTC","数据时点_UTC","用户名","用户ID","接口","请求模型","上游模型","客户模型别名","输入Token","输出Token","总Token","缓存Token","缓存读取Token","缓存创建Token","图片数","视频数","计量类型","计量数量","计费SKU","价格版本","计费模式","模型倍率","输出倍率","缓存读取倍率","图片倍率","视频倍率","请求日志费用_分","请求日志费用_USD","日账本费用_分","日账本费用_USD","日账本计费请求数","请求日志记录数","耗时毫秒","状态码"
"请求明细","2026-08","2026-08-01","2026-08-01T01:07:03Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.4","gpt-5.4","gpt-5.4","76","5","81","0","0","0","0","0","tokens","81","legacy-gpt-5.4-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","1120","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:07:05Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.5","gpt-5.5","gpt-5.5","76","5","81","0","0","0","0","0","tokens","81","legacy-default-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","2334","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:07:05Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-5","claude-sonnet-5","claude-sonnet-5","119","1","120","56","56","7","0","0","tokens","120","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","1886","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:07:14Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6","gpt-5.6-sol","gpt-5.6","76","5","81","0","0","0","0","0","tokens","81","legacy-gpt-5.6-sol-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","1446","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:07:29Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-4-6","claude-sonnet-4-6","claude-sonnet-4-6","119","1","120","48","48","15","0","0","tokens","120","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","1679","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:07:45Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6-luna","gpt-5.6-luna","gpt-5.6-luna","76","5","81","0","0","0","0","0","tokens","81","legacy-gpt-5.6-luna-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","2109","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:08:03Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.4","gpt-5.4","gpt-5.4","76","5","81","0","0","0","0","0","tokens","81","legacy-gpt-5.4-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","1075","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:08:06Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-5","claude-sonnet-5","claude-sonnet-5","119","1","120","63","63","0","0","0","tokens","120","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","2304","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:08:14Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6","gpt-5.6-sol","gpt-5.6","76","5","81","0","0","0","0","0","tokens","81","legacy-gpt-5.6-sol-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","1494","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:08:14Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6","gpt-5.6-sol","gpt-5.6","76","5","81","0","0","0","0","0","tokens","81","legacy-gpt-5.6-sol-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","1494","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:08:29Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-4-6","claude-sonnet-4-6","claude-sonnet-4-6","119","1","120","54","54","9","0","0","tokens","120","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","1802","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:08:33Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.4","gpt-5.4","gpt-5.4","465","5","470","0","0","0","0","0","tokens","470","legacy-gpt-5.4-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","31865","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:08:45Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6-luna","gpt-5.6-luna","gpt-5.6-luna","76","5","81","0","0","0","0","0","tokens","81","legacy-gpt-5.6-luna-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","2022","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:09:04Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.5","gpt-5.5","gpt-5.5","76","17","93","0","0","0","0","0","tokens","93","legacy-default-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","1626","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:09:05Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-5","claude-sonnet-5","claude-sonnet-5","119","1","120","63","63","0","0","0","tokens","120","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","1789","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:09:15Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.5","gpt-5.5","gpt-5.5","465","5","470","0","0","0","0","0","tokens","470","legacy-default-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","12142","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:09:16Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6","gpt-5.6-sol","gpt-5.6","122","16","138","0","0","0","0","0","tokens","138","legacy-gpt-5.6-sol-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","23865","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:09:29Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-4-6","claude-sonnet-4-6","claude-sonnet-4-6","119","1","120","14","14","49","0","0","tokens","120","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","1620","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:10:03Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.4","gpt-5.4","gpt-5.4","76","5","81","0","0","0","0","0","tokens","81","legacy-gpt-5.4-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","961","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:10:04Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.5","gpt-5.5","gpt-5.5","76","24","100","0","0","0","0","0","tokens","100","legacy-default-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","1533","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:10:05Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-5","claude-sonnet-5","claude-sonnet-5","119","1","120","63","63","0","0","0","tokens","120","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","1852","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:10:08Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6-luna","gpt-5.6-luna","gpt-5.6-luna","465","5","470","0","0","0","0","0","tokens","470","legacy-gpt-5.6-luna-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","25003","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:10:26Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6","gpt-5.6-sol","gpt-5.6","122","5","127","0","0","0","0","0","tokens","127","legacy-gpt-5.6-sol-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","15028","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:10:29Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-4-6","claude-sonnet-4-6","claude-sonnet-4-6","119","1","120","61","61","2","0","0","tokens","120","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","1652","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:10:50Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6","gpt-5.6-sol","gpt-5.6","465","5","470","0","0","0","0","0","tokens","470","legacy-gpt-5.6-sol-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","38870","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:10:52Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6-luna","gpt-5.6-luna","gpt-5.6-luna","76","5","81","0","0","0","0","0","tokens","81","legacy-gpt-5.6-luna-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","821","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:10:57Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.4","gpt-5.4","gpt-5.4","76","5","81","0","0","0","0","0","tokens","81","legacy-gpt-5.4-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","1074","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:11:05Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-5","claude-sonnet-5","claude-sonnet-5","119","1","120","42","42","21","0","0","tokens","120","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","1538","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:11:06Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.5","gpt-5.5","gpt-5.5","76","20","96","0","0","0","0","0","tokens","96","legacy-default-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","2893","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:11:10Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.4","gpt-5.4","gpt-5.4","372","41","413","0","0","0","0","0","tokens","413","legacy-gpt-5.4-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","8660","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:11:29Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-4-6","claude-sonnet-4-6","claude-sonnet-4-6","119","1","120","63","63","0","0","0","tokens","120","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","1606","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:11:44Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6-luna","gpt-5.6-luna","gpt-5.6-luna","76","5","81","0","0","0","0","0","tokens","81","legacy-gpt-5.6-luna-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","820","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:12:06Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.4","gpt-5.4","gpt-5.4","76","58","134","0","0","0","0","0","tokens","134","legacy-gpt-5.4-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","4897","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:12:06Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-5","claude-sonnet-5","claude-sonnet-5","119","1","120","52","52","11","0","0","tokens","120","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","2071","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:12:10Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.5","gpt-5.5","gpt-5.5","76","5","81","0","0","0","0","0","tokens","81","legacy-default-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","7429","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:12:19Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6","gpt-5.6-sol","gpt-5.6","76","5","81","0","0","0","0","0","tokens","81","legacy-gpt-5.6-sol-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","1517","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:12:29Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-4-6","claude-sonnet-4-6","claude-sonnet-4-6","119","1","120","43","43","20","0","0","tokens","120","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","2007","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:12:44Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6-luna","gpt-5.6-luna","gpt-5.6-luna","76","5","81","0","0","0","0","0","tokens","81","legacy-gpt-5.6-luna-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","952","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:13:05Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-5","claude-sonnet-5","claude-sonnet-5","119","1","120","60","60","3","0","0","tokens","120","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","1804","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:13:10Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.5","gpt-5.5","gpt-5.5","76","17","93","0","0","0","0","0","tokens","93","legacy-default-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","7435","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:13:12Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.4","gpt-5.4","gpt-5.4","76","62","138","0","0","0","0","0","tokens","138","legacy-gpt-5.4-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","10342","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:13:13Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6","gpt-5.6-sol","gpt-5.6","76","5","81","0","0","0","0","0","tokens","81","legacy-gpt-5.6-sol-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","1301","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:13:29Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-4-6","claude-sonnet-4-6","claude-sonnet-4-6","119","1","120","63","63","0","0","0","tokens","120","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","1592","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:13:45Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6-luna","gpt-5.6-luna","gpt-5.6-luna","76","20","96","0","0","0","0","0","tokens","96","legacy-gpt-5.6-luna-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","1310","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:14:06Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-5","claude-sonnet-5","claude-sonnet-5","119","1","120","63","63","0","0","0","tokens","120","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","2207","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:14:08Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.4","gpt-5.4","gpt-5.4","76","30","106","0","0","0","0","0","tokens","106","legacy-gpt-5.4-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","5958","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:14:10Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.5","gpt-5.5","gpt-5.5","76","5","81","0","0","0","0","0","tokens","81","legacy-default-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","1125","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:14:13Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6","gpt-5.6-sol","gpt-5.6","76","5","81","0","0","0","0","0","tokens","81","legacy-gpt-5.6-sol-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","1862","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:14:29Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-4-6","claude-sonnet-4-6","claude-sonnet-4-6","119","1","120","63","63","0","0","0","tokens","120","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","1914","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:14:46Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6-luna","gpt-5.6-luna","gpt-5.6-luna","76","5","81","0","0","0","0","0","tokens","81","legacy-gpt-5.6-luna-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","2049","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:15:06Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-5","claude-sonnet-5","claude-sonnet-5","119","1","120","31","31","32","0","0","tokens","120","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","2871","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:15:14Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6","gpt-5.6-sol","gpt-5.6","76","5","81","0","0","0","0","0","tokens","81","legacy-gpt-5.6-sol-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","1943","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:15:24Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.4","gpt-5.4","gpt-5.4","465","5","470","0","0","0","0","0","tokens","470","legacy-gpt-5.4-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","22036","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:15:29Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-4-6","claude-sonnet-4-6","claude-sonnet-4-6","119","1","120","45","45","18","0","0","tokens","120","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","2305","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:15:36Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.5","gpt-5.5","gpt-5.5","465","17","482","0","0","0","0","0","tokens","482","legacy-default-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","32728","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:15:53Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6","gpt-5.6-sol","gpt-5.6","76","5","81","0","0","0","0","0","tokens","81","legacy-gpt-5.6-sol-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","40995","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:16:05Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-5","claude-sonnet-5","claude-sonnet-5","119","1","120","23","23","40","0","0","tokens","120","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","1767","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:16:12Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.4","gpt-5.4","gpt-5.4","465","5","470","0","0","0","0","0","tokens","470","legacy-gpt-5.4-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","10800","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:16:29Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-4-6","claude-sonnet-4-6","claude-sonnet-4-6","119","1","120","63","63","0","0","0","tokens","120","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","2221","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:16:33Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6-luna","gpt-5.6-luna","gpt-5.6-luna","465","5","470","0","0","0","0","0","tokens","470","legacy-gpt-5.6-luna-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","50120","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:16:57Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.5","gpt-5.5","gpt-5.5","76","20","96","0","0","0","0","0","tokens","96","legacy-default-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","1860","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:17:06Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-5","claude-sonnet-5","claude-sonnet-5","119","1","120","63","63","0","0","0","tokens","120","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","2177","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:17:11Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6-luna","gpt-5.6-luna","gpt-5.6-luna","465","5","470","0","0","0","0","0","tokens","470","legacy-gpt-5.6-luna-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","27720","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:17:21Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.5","gpt-5.5","gpt-5.5","76","5","81","0","0","0","0","0","tokens","81","legacy-default-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","1671","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:17:29Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-4-6","claude-sonnet-4-6","claude-sonnet-4-6","119","1","120","63","63","0","0","0","tokens","120","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","1717","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:17:30Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.4","gpt-5.4","gpt-5.4","76","5","81","0","0","0","0","0","tokens","81","legacy-gpt-5.4-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","1365","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:17:44Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6-luna","gpt-5.6-luna","gpt-5.6-luna","76","5","81","0","0","0","0","0","tokens","81","legacy-gpt-5.6-luna-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","826","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:18:03Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.4","gpt-5.4","gpt-5.4","76","5","81","0","0","0","0","0","tokens","81","legacy-gpt-5.4-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","1141","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:18:04Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.5","gpt-5.5","gpt-5.5","76","17","93","0","0","0","0","0","tokens","93","legacy-default-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","1366","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:18:05Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-5","claude-sonnet-5","claude-sonnet-5","119","1","120","63","63","0","0","0","tokens","120","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","1722","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:18:13Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6","gpt-5.6","gpt-5.6","76","5","81","0","0","0","0","0","tokens","81","legacy-gpt-5.6-sol-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","1453","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:18:14Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6","gpt-5.6-sol","gpt-5.6","76","5","81","0","0","0","0","0","tokens","81","legacy-gpt-5.6-sol-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","3027","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:18:29Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-4-6","claude-sonnet-4-6","claude-sonnet-4-6","119","1","120","31","31","32","0","0","tokens","120","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","1706","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:18:32Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6","gpt-5.6-sol","gpt-5.6","76","5","81","0","0","0","0","0","tokens","81","legacy-gpt-5.6-sol-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","1473","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:18:44Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6-luna","gpt-5.6-luna","gpt-5.6-luna","76","5","81","0","0","0","0","0","tokens","81","legacy-gpt-5.6-luna-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","1294","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:19:03Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.4","gpt-5.4","gpt-5.4","76","5","81","0","0","0","0","0","tokens","81","legacy-gpt-5.4-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","1073","200"
