"记录类型","报告月份","用量日期_中国时区","请求时间_UTC","数据时点_UTC","用户名","用户ID","接口","请求模型","上游模型","客户模型别名","输入Token","输出Token","总Token","缓存Token","缓存读取Token","缓存创建Token","图片数","视频数","计量类型","计量数量","计费SKU","价格版本","计费模式","模型倍率","输出倍率","缓存读取倍率","图片倍率","视频倍率","请求日志费用_分","请求日志费用_USD","日账本费用_分","日账本费用_USD","日账本计费请求数","请求日志记录数","耗时毫秒","状态码"
"请求明细","2026-08","2026-08-01","2026-08-01T01:19:04Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.5","gpt-5.5","gpt-5.5","76","17","93","0","0","0","0","0","tokens","93","legacy-default-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","1498","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:19:05Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-5","claude-sonnet-5","claude-sonnet-5","119","1","120","37","37","26","0","0","tokens","120","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","1612","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:19:13Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6","gpt-5.6","gpt-5.6","76","5","81","0","0","0","0","0","tokens","81","legacy-gpt-5.6-sol-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","1301","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:19:29Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-4-6","claude-sonnet-4-6","claude-sonnet-4-6","119","1","120","48","48","15","0","0","tokens","120","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","1709","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:19:44Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6-luna","gpt-5.6-luna","gpt-5.6-luna","76","20","96","0","0","0","0","0","tokens","96","legacy-gpt-5.6-luna-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","1189","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:20:03Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.4","gpt-5.4","gpt-5.4","76","5","81","0","0","0","0","0","tokens","81","legacy-gpt-5.4-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","1051","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:20:04Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.5","gpt-5.5","gpt-5.5","76","20","96","0","0","0","0","0","tokens","96","legacy-default-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","1434","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:20:05Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-5","claude-sonnet-5","claude-sonnet-5","119","1","120","23","23","40","0","0","tokens","120","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","1872","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:20:13Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6","gpt-5.6","gpt-5.6","76","5","81","0","0","0","0","0","tokens","81","legacy-gpt-5.6-sol-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","1842","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:20:29Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-4-6","claude-sonnet-4-6","claude-sonnet-4-6","119","1","120","14","14","49","0","0","tokens","120","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","1767","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:20:44Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6-luna","gpt-5.6-luna","gpt-5.6-luna","76","5","81","0","0","0","0","0","tokens","81","legacy-gpt-5.6-luna-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","852","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:21:03Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.4","gpt-5.4","gpt-5.4","76","5","81","0","0","0","0","0","tokens","81","legacy-gpt-5.4-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","1284","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:21:04Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.5","gpt-5.5","gpt-5.5","76","17","93","0","0","0","0","0","tokens","93","legacy-default-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","1514","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:21:05Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-5","claude-sonnet-5","claude-sonnet-5","119","1","120","59","59","4","0","0","tokens","120","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","1505","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:21:13Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6","gpt-5.6","gpt-5.6","76","5","81","0","0","0","0","0","tokens","81","legacy-gpt-5.6-sol-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","1824","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:21:29Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-4-6","claude-sonnet-4-6","claude-sonnet-4-6","119","1","120","63","63","0","0","0","tokens","120","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","1811","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:21:44Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6-luna","gpt-5.6-luna","gpt-5.6-luna","76","5","81","0","0","0","0","0","tokens","81","legacy-gpt-5.6-luna-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","831","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:22:03Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.4","gpt-5.4","gpt-5.4","76","5","81","0","0","0","0","0","tokens","81","legacy-gpt-5.4-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","1245","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:22:04Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.5","gpt-5.5","gpt-5.5","76","5","81","0","0","0","0","0","tokens","81","legacy-default-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","1157","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:22:05Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-5","claude-sonnet-5","claude-sonnet-5","119","1","120","35","35","28","0","0","tokens","120","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","1903","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:22:12Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6","gpt-5.6","gpt-5.6","76","5","81","0","0","0","0","0","tokens","81","legacy-gpt-5.6-sol-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","1212","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:22:29Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-4-6","claude-sonnet-4-6","claude-sonnet-4-6","119","1","120","29","29","34","0","0","tokens","120","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","1608","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:22:44Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6-luna","gpt-5.6-luna","gpt-5.6-luna","76","5","81","0","0","0","0","0","tokens","81","legacy-gpt-5.6-luna-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","1121","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:23:03Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.4","gpt-5.4","gpt-5.4","76","5","81","0","0","0","0","0","tokens","81","legacy-gpt-5.4-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","995","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:23:04Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.5","gpt-5.5","gpt-5.5","76","24","100","0","0","0","0","0","tokens","100","legacy-default-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","1469","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:23:05Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-5","claude-sonnet-5","claude-sonnet-5","119","1","120","63","63","0","0","0","tokens","120","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","1890","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:23:13Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6","gpt-5.6","gpt-5.6","76","5","81","0","0","0","0","0","tokens","81","legacy-gpt-5.6-sol-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","1359","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:23:29Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-4-6","claude-sonnet-4-6","claude-sonnet-4-6","119","1","120","35","35","28","0","0","tokens","120","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","1668","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:23:44Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6-luna","gpt-5.6-luna","gpt-5.6-luna","76","20","96","0","0","0","0","0","tokens","96","legacy-gpt-5.6-luna-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","1209","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:24:03Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.4","gpt-5.4","gpt-5.4","76","5","81","0","0","0","0","0","tokens","81","legacy-gpt-5.4-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","1194","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:24:04Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.5","gpt-5.5","gpt-5.5","76","20","96","0","0","0","0","0","tokens","96","legacy-default-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","1614","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:24:05Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-5","claude-sonnet-5","claude-sonnet-5","119","1","120","19","19","44","0","0","tokens","120","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","1601","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:24:13Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6","gpt-5.6","gpt-5.6","76","5","81","0","0","0","0","0","tokens","81","legacy-gpt-5.6-sol-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","1458","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:24:29Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-4-6","claude-sonnet-4-6","claude-sonnet-4-6","119","1","120","63","63","0","0","0","tokens","120","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","1714","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:24:44Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6-luna","gpt-5.6-luna","gpt-5.6-luna","76","5","81","0","0","0","0","0","tokens","81","legacy-gpt-5.6-luna-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","1217","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:25:03Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.4","gpt-5.4","gpt-5.4","76","5","81","0","0","0","0","0","tokens","81","legacy-gpt-5.4-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","1315","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:25:04Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.5","gpt-5.5","gpt-5.5","76","20","96","0","0","0","0","0","tokens","96","legacy-default-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","1390","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:25:05Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-5","claude-sonnet-5","claude-sonnet-5","119","1","120","63","63","0","0","0","tokens","120","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","1548","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:25:12Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6","gpt-5.6","gpt-5.6","76","5","81","0","0","0","0","0","tokens","81","legacy-gpt-5.6-sol-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","1218","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:25:30Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-4-6","claude-sonnet-4-6","claude-sonnet-4-6","119","1","120","18","18","45","0","0","tokens","120","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","2761","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:25:44Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6-luna","gpt-5.6-luna","gpt-5.6-luna","76","5","81","0","0","0","0","0","tokens","81","legacy-gpt-5.6-luna-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","1026","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:26:03Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.4","gpt-5.4","gpt-5.4","76","5","81","0","0","0","0","0","tokens","81","legacy-gpt-5.4-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","1675","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:26:04Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.5","gpt-5.5","gpt-5.5","76","20","96","0","0","0","0","0","tokens","96","legacy-default-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","1628","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:26:05Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-5","claude-sonnet-5","claude-sonnet-5","119","1","120","63","63","0","0","0","tokens","120","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","1614","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:26:16Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6","gpt-5.6","gpt-5.6","76","5","81","0","0","0","0","0","tokens","81","legacy-gpt-5.6-sol-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","4670","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:26:29Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-4-6","claude-sonnet-4-6","claude-sonnet-4-6","119","1","120","47","47","16","0","0","tokens","120","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","2343","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:26:44Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6-luna","gpt-5.6-luna","gpt-5.6-luna","76","5","81","0","0","0","0","0","tokens","81","legacy-gpt-5.6-luna-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","1019","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:27:03Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.4","gpt-5.4","gpt-5.4","76","5","81","0","0","0","0","0","tokens","81","legacy-gpt-5.4-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","1143","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:27:04Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.5","gpt-5.5","gpt-5.5","76","17","93","0","0","0","0","0","tokens","93","legacy-default-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","1404","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:27:05Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-5","claude-sonnet-5","claude-sonnet-5","119","1","120","63","63","0","0","0","tokens","120","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","1604","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:27:13Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6","gpt-5.6","gpt-5.6","76","5","81","0","0","0","0","0","tokens","81","legacy-gpt-5.6-sol-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","2177","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:27:29Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-4-6","claude-sonnet-4-6","claude-sonnet-4-6","119","1","120","37","37","26","0","0","tokens","120","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","1528","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:27:44Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6-luna","gpt-5.6-luna","gpt-5.6-luna","76","5","81","0","0","0","0","0","tokens","81","legacy-gpt-5.6-luna-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","818","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:28:03Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.4","gpt-5.4","gpt-5.4","76","5","81","0","0","0","0","0","tokens","81","legacy-gpt-5.4-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","1122","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:28:04Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.5","gpt-5.5","gpt-5.5","76","17","93","0","0","0","0","0","tokens","93","legacy-default-text","0","explicit_price","1","1","0.1","1","1","0","0.00","","","","","1340","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:28:05Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-5","claude-sonnet-5","claude-sonnet-5","119","1","120","48","48","15","0","0","tokens","120","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","1805","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:28:13Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","responses","gpt-5.6","gpt-5.6","gpt-5.6","76","5","81","0","0","0","0","0","tokens","81","legacy-gpt-5.6-sol-text","0","multiplier","1","1","0.1","1","1","0","0.00","","","","","1983","200"
"请求明细","2026-08","2026-08-01","2026-08-01T01:28:29Z","2026-08-01T14:32:23.151Z","datayes_coin","u_dbe7e7c286d9097b52f6b49c","messages","claude-sonnet-4-6","claude-sonnet-4-6","claude-sonnet-4-6","119","1","120","48","48","15","0","0","tokens","120","claude-code-compat-text","1","multiplier","6","1","0.1","1","1","0","0.00","","","","","1808","200"
